t349134,t349125,color=slateblue2
t541893,t375071,color=slateblue2
t541894,t375071,color=slateblue2
t408826,t408820,color=slateblue2
t680040,t680017,color=slateblue2
t679906,t408524,color=slateblue2
t679907,t408350,color=slateblue2
t679908,t679907,color=slateblue2
t408365,t679913,color=slateblue2
t408351,t679908,color=slateblue2
t680013,t679938,color=slateblue2
t680008,t680003,color=slateblue2
t680009,t680003,color=slateblue2
t680035,t680017,color=slateblue2
t680033,t680017,color=slateblue2
t680024,t680014,color=slateblue2
t680026,t680014,color=slateblue2
t680029,t680015,color=slateblue2
t679925,t679916,color=slateblue2
t679913,t679911,color=slateblue2
t444287,t679914,color=slateblue2
t680014,t679938,color=slateblue2
t679999,t679998,color=slateblue2
t680007,t680002,color=slateblue2
t408367,t679949,color=slateblue2
t679957,t679949,color=slateblue2
t679909,t679908,color=slateblue2
t679910,t679908,color=slateblue2
t680006,t680002,color=slateblue2
t680003,t679937,color=slateblue2
t408525,t408350,color=slateblue2
t679959,t679949,color=slateblue2
t680012,t679938,color=slateblue2
t679991,t679978,color=slateblue2
t408389,t679913,color=slateblue2
t679921,t679915,color=slateblue2
t349561,t349421,color=slateblue2
t679911,t408364,color=slateblue2
t679926,t679916,color=slateblue2
t679917,t679911,color=slateblue2
t679923,t679916,color=slateblue2
t679918,t679911,color=slateblue2
t679992,t679979,color=slateblue2
t679965,t679950,color=slateblue2
t679936,t408364,color=slateblue2
t679912,t679911,color=slateblue2
t679962,t679949,color=slateblue2
t679960,t679949,color=slateblue2
t679993,t679980,color=slateblue2
t679996,t679981,color=slateblue2
t679919,t679914,color=slateblue2
t679920,t679915,color=slateblue2
t679915,t679911,color=slateblue2
t679916,t679911,color=slateblue2
t679914,t679911,color=slateblue2
t679927,t679916,color=slateblue2
t679924,t680002,color=slateblue2
t679928,t679917,color=slateblue2
t680000,t679998,color=slateblue2
t679998,t679936,color=slateblue2
t679995,t679981,color=slateblue2
t680002,t679937,color=slateblue2
t680004,t680002,color=slateblue2
t680005,t680002,color=slateblue2
t680001,t679998,color=slateblue2
t680022,t680012,color=slateblue2
t680010,t680003,color=slateblue2
t679931,t679918,color=slateblue2
t680017,t679938,color=slateblue2
t679968,t679953,color=slateblue2
t349422,t349421,color=slateblue2
t680023,t680013,color=slateblue2
t679961,t679949,color=slateblue2
t679977,t679935,color=slateblue2
t679930,t679918,color=slateblue2
t349523,t349421,color=slateblue2
t680031,t680016,color=slateblue2
t680019,t680012,color=slateblue2
t679969,t679953,color=slateblue2
t680038,t680017,color=slateblue2
t349433,t349421,color=slateblue2
t679963,t679949,color=slateblue2
t679966,t679951,color=slateblue2
t408387,t679952,color=slateblue2
t679971,t679955,color=slateblue2
t349450,t349421,color=slateblue2
t679932,t679918,color=slateblue2
t679933,t679918,color=slateblue2
t679935,t408364,color=slateblue2
t679934,t408364,color=slateblue2
t349456,t349421,color=slateblue2
t679972,t679955,color=slateblue2
t679937,t408364,color=slateblue2
t679938,t408364,color=slateblue2
t349460,t349421,color=slateblue2
t349464,t349421,color=slateblue2
t349481,t349421,color=slateblue2
t679986,t679975,color=slateblue2
t680011,t679938,color=slateblue2
t680036,t680017,color=slateblue2
t408392,t680017,color=slateblue2
t680046,t680017,color=slateblue2
t679974,t679955,color=slateblue2
t680015,t679938,color=slateblue2
t679987,t679976,color=slateblue2
t680018,t680012,color=slateblue2
t680016,t679938,color=slateblue2
t680021,t680012,color=slateblue2
t680032,t680017,color=slateblue2
t680025,t680014,color=slateblue2
t679976,t679935,color=slateblue2
t349483,t349421,color=slateblue2
t680020,t680012,color=slateblue2
t679975,t679935,color=slateblue2
t680044,t680017,color=slateblue2
t680042,t680017,color=slateblue2
t680043,t680017,color=slateblue2
t680030,t680016,color=slateblue2
t680045,t680017,color=slateblue2
t680034,t680017,color=slateblue2
t680048,t680017,color=slateblue2
t679981,t679935,color=slateblue2
t679982,t679975,color=slateblue2
t679983,t679975,color=slateblue2
t679980,t679935,color=slateblue2
t679978,t679935,color=slateblue2
t679979,t679935,color=slateblue2
t679984,t679975,color=slateblue2
t679985,t679975,color=slateblue2
t349573,t349421,color=slateblue2
t679988,t679977,color=slateblue2
t349533,t349421,color=slateblue2
t349604,t349421,color=slateblue2
t679954,t679934,color=slateblue2
t679949,t679934,color=slateblue2
t349511,t349421,color=slateblue2
t680028,t680014,color=slateblue2
t679950,t679934,color=slateblue2
t679997,t679981,color=slateblue2
t679990,t679978,color=slateblue2
t679994,t679980,color=slateblue2
t679989,t679977,color=slateblue2
t680027,t680014,color=slateblue2
t680041,t680017,color=slateblue2
t680039,t680017,color=slateblue2
t680037,t680017,color=slateblue2
t679952,t679934,color=slateblue2
t679953,t679934,color=slateblue2
t679955,t679934,color=slateblue2
t679964,t679949,color=slateblue2
t679967,t679952,color=slateblue2
t679970,t679954,color=slateblue2
t679958,t679949,color=slateblue2
t679973,t679955,color=slateblue2
t349530,t349421,color=slateblue2
t679951,t679934,color=slateblue2
t679956,t679949,color=slateblue2
t680047,t680017,color=slateblue2
t430626,t382608,color=slateblue2
t402958,t402867,color=slateblue2
t426108,t368937,color=slateblue2
t426107,t368937,color=slateblue2
t426295,t370578,color=slateblue2
t425720,t368127,color=slateblue2
t679128,t373809,color=slateblue2
t426298,t370578,color=slateblue2
t426301,t370578,color=slateblue2
t426341,t370817,color=slateblue2
t426342,t370817,color=slateblue2
t426463,t371118,color=slateblue2
t426119,t368937,color=slateblue2
t426135,t368937,color=slateblue2
t426523,t367754,color=slateblue2
t426209,t370191,color=slateblue2
t426235,t370191,color=slateblue2
t426265,t370456,color=slateblue2
t426270,t370456,color=slateblue2
t426271,t370456,color=slateblue2
t426712,t371118,color=slateblue2
t426809,t371900,color=slateblue2
t430308,t381943,color=slateblue2
t426294,t370578,color=slateblue2
t427049,t372384,color=slateblue2
t427094,t373809,color=slateblue2
t426289,t370578,color=slateblue2
t427487,t374267,color=slateblue2
t427594,t373809,color=slateblue2
t428292,t373809,color=slateblue2
t426736,t371118,color=slateblue2
t425799,t368145,color=slateblue2
t425803,t368556,color=slateblue2
t430245,t381943,color=slateblue2
t428369,t373809,color=slateblue2
t428389,t373809,color=slateblue2
t427124,t371900,color=slateblue2
t428475,t373809,color=slateblue2
t427493,t373809,color=slateblue2
t428595,t373809,color=slateblue2
t427703,t373809,color=slateblue2
t430246,t381943,color=slateblue2
t427821,t373809,color=slateblue2
t428683,t373809,color=slateblue2
t428002,t373809,color=slateblue2
t428033,t373809,color=slateblue2
t428715,t344581,color=slateblue2
t428032,t373809,color=slateblue2
t626227,t441443,color=slateblue2
t428721,t376764,color=slateblue2
t428838,t376764,color=slateblue2
t428852,t376764,color=slateblue2
t428856,t376764,color=slateblue2
t428853,t376764,color=slateblue2
t428255,t373809,color=slateblue2
t428357,t373809,color=slateblue2
t425704,t367566,color=slateblue2
t425572,t367566,color=slateblue2
t429142,t376764,color=slateblue2
t625988,t440502,color=slateblue2
t425702,t367566,color=slateblue2
t429290,t378934,color=slateblue2
t428403,t373809,color=slateblue2
t429481,t379129,color=slateblue2
t429482,t379129,color=slateblue2
t429483,t379129,color=slateblue2
t426105,t368937,color=slateblue2
t429563,t379677,color=slateblue2
t429564,t379677,color=slateblue2
t428537,t373809,color=slateblue2
t426137,t368937,color=slateblue2
t426143,t369782,color=slateblue2
t428597,t373809,color=slateblue2
t428606,t373809,color=slateblue2
t429629,t379129,color=slateblue2
t426185,t370087,color=slateblue2
t426191,t370087,color=slateblue2
t428599,t373809,color=slateblue2
t429645,t379693,color=slateblue2
t680069,t680062,color=slateblue2
t428648,t373809,color=slateblue2
t402965,t402867,color=slateblue2
t402847,t402838,color=slateblue2
t428650,t373809,color=slateblue2
t426190,t370087,color=slateblue2
t426180,t370087,color=slateblue2
t431303,t384251,color=slateblue2
t429740,t380495,color=slateblue2
t429737,t380495,color=slateblue2
t429739,t380495,color=slateblue2
t429741,t380495,color=slateblue2
t429744,t380495,color=slateblue2
t429829,t380854,color=slateblue2
